ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Jahresumsatz;Verkaufsflaeche
2937;85757;Karlsfeld;Nibelungenstr. 4;105732;35244;317196
2938;85764;Oberschleißheim;Sonnenstr. 13;76388;38194;343746
2939;86899;Landsberg/ Lech;Am Penzinger Feld 5;152828;76414;764140
2940;82194;Gröbenzell;Olchinger Str. 62;105840;52920;370440
2941;82178;Puchheim;Siemensstr. 2;123522;41174;205870
2942;85748;Garching;Freisinger Landstr. 45;158868;79434;714906
2943;80999;München-Allach;Georg-Reismüller-Str. 28;167751;55917;335502
2944;88250;Weingarten;Ettishofer Str. 3;247296;82432;412160
2945;88662;Überlingen;Oberriedweg 7;64790;32395;194370
2946;80933;München-Feldmoching;Rainfarnstr. 50;150246;50082;350574
2947;80993;München-Moosach;Dachauer Str. 380;88410;29470;176820
2948;81245;München-Aubing;Bergsonstr. 147;61908;20636;185724
2949;88212;Ravensburg;Schützenstr. 82;53082;17694;176940
2950;85435;Erding;Anton-Huber-Str. 2;247800;82600;826000
2951;80939;München-Freimann;Ingolstädter Str. 170;256737;85579;427895
2952;80992;München-Moosach;Pelkovenstr. 152;53136;17712;177120
2953;85737;Ismaning;Osterfeldstr. 39;171274;85637;856370
2954;82110;Germering;Industriestr. 19;79758;26586;186102
2955;80992;München-Obermenzing;Menzinger Str. 85;203895;67965;407790
2956;80807;München-Milbertshofen;Frankfurter Ring 5;53208;17736;88680
2957;81243;München-Pasing;Heimburgstr. 9/15;257259;85753;686024
2958;81249;München-Aubing;Brunhamstr. 18;76908;38454;307632
2959;82205;Gilching;Landsberger Str. 16;47344;23672;118360
2960;80992;München-Moosach;Hanauer Str. 2;41440;20720;124320
2961;80807;München-Milbertshofen;Knorrstr. 57;5922;2961;20727
2962;81241;München;Paul-Gerhardt Allee;5924;2962;23696
2963;81245;München-Obermenzing;Paul-Gerhardt-Allee 34-36;213336;71112;355560
2964;88299;Leutkirch;Bahnhofsarkaden 19;35568;17784;88920
2965;85435;Erding;Otto-Hahn-Str. 25;17790;5930;29650
2966;88690;Uhldingen-Mühlhofen;Bahnhofstr. 17B;83048;41524;332192
2967;80687;München-Laim;Landsberger Str. 380;151317;50439;353073
2968;87600;Kaufbeuren-Neugablonz;Josefsthaler Str. 2;17808;5936;53424
2969;85774;Unterföhring;Wilhelm-Kemmelmeyer-Bogen 16;166264;83132;665056
2970;80804;München-Schwabing;Leopoldstr. 144;166320;83160;498960
2971;85774;Unterföhring;Mitterfeldallee 10;41594;20797;207970
2972;80797;München-Schwabing;Schleißheimer Str. 85-87;17832;5944;35664
2973;84137;Vilsbiburg;Frontenhausener Str. 92;267570;89190;624330
2974;80636;München-Neuhausen;Nymphenburger Str. 81;118960;59480;416360
2975;80335;München-Maxvorstadt;Dachauer Str. 92;23800;11900;107100
2976;80797;München;Dachauer Str. 92;124992;41664;208320
2977;84416;Taufkirchen/ Vils;Landshuter Str. 46;41678;20839;166712
2978;88094;Oberteuringen-Neuhaus;Meersburger Str. 35;134010;44670;223350
2979;82152;Planegg;Behringstr. 2B;125118;41706;417060
2980;80333;München-Maxvorstadt;Luisenstr. 51-53;154960;77480;774800
2981;80339;München-Schwanthalerhöhe;Westendstr. 100;89430;44715;447150
2982;80335;München-Ludwigvorstadt;Hackerbrücke 4;5964;2982;26838
2983;80686;München-Sendling;Tübinger Str. 5;53694;17898;89490
2984;80335;München-Altstadt;Elisenstr. 3;187992;62664;313320
2985;87600;Kaufbeuren;Türkheimer Str. 1;17910;8955;80595
2986;81377;München-Hadern;Fürstenrieder Str. 220;167216;83608;752472
2987;80336;München-Ludwigvorstadt;Schwanthaler Str. 31;65714;32857;262856
2988;81927;München-Bogenhausen;Freischützstr. 46;155376;77688;699192
2989;88677;Markdorf;Schießstattweg 17;83692;41846;376614
2990;81369;München-Sendling;Albert-Roßhaupter-Str. 35-39;152490;50830;254150
2991;88709;Meersburg;Kronenstr. 15;23928;11964;71784
2992;81371;München-Isarvorstadt;Dreimühlenstr. 42;215424;71808;574464
2993;82131;Gauting;Starnberger Str. 38;101762;50881;305286
2994;81667;München;Leuchtenbergring 20;173652;86826;694608
2995;81675;München-Haidhausen;Kirchenstr. 86;161730;53910;539100
2996;87600;Kaufbeuren;Bahnhofstr. 2;137816;68908;344540
2997;81667;München-Haidhausen;Orleansplatz 7;215784;71928;647352
2998;85609;Aschheim-Dornach;Ohmstr. 5;116922;38974;233844
2999;81673;München-Berg am Laim;Weihenstephaner Str. 32;224925;74975;449850
3000;85551;Kirchheim;Fraunhoferstr. 2;96000;48000;384000
3001;81379;München-Sendling;Hofmannstr. 16;54018;27009;135045
3002;81379;München-Obersendling;Kistlerhofstr. 152;36024;12008;96064
3003;87463;Dietmannsried;Fuggerstr. 11;108108;54054;378378
3004;88074;Meckenbeuren;Oskar-von-Miller-Platz 2;180240;90120;901200
3005;81825;München-Berg am Laim;Truderinger Str. 190;30050;15025;135225
3006;81549;München-Ramersdorf;Balanstr. 188;120240;60120;360720
3007;85586;Poing;Gruber Str. 59C;81189;27063;216504
3008;88045;Friedrichshafen;Albert-Maier-Str. 2;234624;78208;547456
3009;81825;München-Trudering;Corinthstr. 3;234702;78234;625872
3010;81735;München-Perlach;Nawiasky Str. 3;180600;60200;481600
3011;82319;Starnberg;Gautinger Str. 37;63231;21077;147539
3012;81737;München-Neuperlach;Nailastr. 21;138552;69276;346380
3013;81737;München-Neuperlach;Oskar-Maria-Graf-Ring 17;235014;78338;548366
3014;88069;Tettnang;Wangener Str. 10;244134;81378;651024
3015;88045;Friedrichshafen;Ravensburger Str. 3;45225;15075;105525
3016;85646;Anzing;Gewerbepark 3;190008;63336;380016
3017;84405;Dorfen;Haager Str. 51;102578;51289;512890
3018;82049;Pullach;Wolfratshauser Str. 110;235404;78468;784680
3019;85540;Haar;Am See 13;144912;72456;434736
3020;88239;Wangen/ Allgäu;Spinnereistr. 5;114760;57380;516420
3021;82008;Unterhaching-Nord;Biberger Str. 64;126882;63441;317205
3022;82008;Unterhaching-Süd;Grünwalder Weg 14;81594;27198;244782
3023;88316;Isny;Am Angele Hof 2;181380;90690;544140
3024;85640;Putzbrunn;Münchnerstr. 85;163296;81648;653184
3025;85521;Ottobrunn;Siemensstr. 2;24200;12100;96800
3026;88097;Eriskirch;Friedrichshafener Str. 41;272340;90780;907800
3027;84494;Neumarkt-St.Veit;Landshuter Str. 5;18162;6054;54486
3028;87439;Kempten;Lindauer Str. 106;36336;18168;145344
3029;87616;Marktoberdorf;Bahnhofstr. 28;72696;24232;121160
3030;85649;Brunnthal-Neukirchstockach;Zusestr. 5;42420;21210;212100
3031;82327;Tutzing;Hauptstr. 109;90930;45465;409185
3032;88079;Kressbronn;Säntisstr. 39;118248;39416;236496
3033;87437;Kempten-St.Mang;Ludwigstr. 80;72792;24264;121320
3034;86956;Schongau;Bahnhofstr. 6;209346;69782;697820
3035;85614;Kirchseeon;Am Mitterfeld 1;36420;12140;72840
3036;87448;Waltenhofen-Lanzen;Ahornweg 1;170016;85008;765072
3037;86971;Peiting;Münchener Str. 66;48592;24296;194368
3038;82362;Weilheim;Töllernallee 2;246078;82026;738234
3039;83527;Haag;Gerberstr. 1;151950;75975;379875
3040;88161;Lindenberg;Staufner Str. 15;273600;91200;638400
3041;84307;Eggenfelden;Schellenbruckplatz 43;100353;33451;234157
3042;84539;Ampfing;Industriestr. 13;42588;21294;191646
3043;82515;Wolfratshausen;Margaritenstr. 2-8;42602;21301;191709
3044;85560;Ebersberg;Altstadtpassage;63924;21308;106540
3045;82054;Sauerlach;Ludwig-Bölkow-Str. 3;30450;15225;152250
3046;88131;Lindau-Reutin;Kemptener Str. 17;24368;12184;97472
3047;84453;Mühldorf;Felix-Gebhardt-Str. 2;18282;9141;73128
3048;84478;Waldkraiburg;Teplitzer Str. 15;42672;21336;128016
3049;85567;Grafing;Haidling 19;27441;9147;82323
3050;86983;Lechbruck;Bahnhofstr. 29;67100;33550;335500
3051;84347;Pfarrkirchen;Arno-Jacoby-Str. 6;30510;15255;152550
3052;82538;Geretsried;Jeschkenstr. 17;274680;91560;732480
3053;87509;Immenstadt;Liststr. 19;36636;12212;85484
3054;84364;Bad Birnbach;Emil-Schwate-Str. 23;119106;39702;277914
3055;83607;Holzkirchen;Industriestr. 31;164970;82485;412425
3056;83512;Wasserburg am Inn;Bernd-Motzkus-Str. 2;36672;18336;110016
3057;84524;Neuötting;Braumeisterstr. 5;110052;55026;275130
3058;87527;Sonthofen;Rudolf-Diesel-Str. 5;211002;70334;351670
3059;84503;Altötting;Maybachstr. 1;45885;15295;122360
3060;82377;Penzberg;Grube 51;119340;39780;198900
3061;87629;Füssen;Abt-Hafner-Str. 14;73464;36732;257124
3062;87629;Füssen;Kemptener Str. 87B;67364;33682;303138
3063;84518;Garching/ Alz;Altöttinger Str. 22;30630;15315;153150
3064;83052;Bruckmühl;Gewerbepark BWB 1;153200;76600;766000
3065;83646;Bad Tölz;Demmeljochstr. 7;49040;24520;220680
3066;82487;Oberammergau;Zur Lok 6;248346;82782;827820
3067;83043;Bad Aibling;Ellmosener Str. 22;67474;33737;337370
3068;84359;Simbach am Inn;Münchner Str. 82;156468;52156;417248
3069;84489;Burghausen;Burgkirchener Str. 16;211761;70587;564696
3070;83714;Miesbach;Wendelsteinstr. 5/7;36840;12280;73680
3071;87561;Oberstdorf;Im Steinach 20;110556;55278;276390
3072;83059;Kolbermoor;Hassler Str. 1a;98304;49152;294912
3073;83024;Rosenheim-West;Pichlmayrstr. 13;98336;49168;393344
3074;83022;Rosenheim;Grubholzer Str. 3;18444;9222;92220
3075;83026;Rosenheim-Süd;Grubholzer Str. 3;36900;12300;123000
3076;83734;Hausham;Obere Tiefenbachstr. 9;116888;58444;525996
3077;83022;Rosenheim-Ost;Chiemseestr. 37A;64617;21539;129234
3078;83093;Bad Endorf;Chiemseestr. 13;80028;40014;320112
3079;83684;Tegernsee;Schwaighofstr. 79;92370;46185;415665
3080;84529;Tittmoning;Laufener Str. 22;6160;3080;18480
3081;83064;Raubling;Rosenheimer Str. 22;203346;67782;474474
3082;82467;Garmisch-Partenkirchen;Hauptstr. 24;61640;30820;215740
3083;83301;Traunreut;Traunring 4;172648;86324;863240
3084;82467;Garmisch-Partenkirchen;Olympiastr. 25A;24672;12336;98688
3085;83209;Prien;Franziska-Hager-Str. 2;240630;80210;401050
3086;82494;Krün;Am Stausee 4;160472;80236;401180
3087;83339;Chieming-Egerer;Goriweg 2;61740;30870;308700
3088;83329;Waging am See;Martinweg 3;194544;64848;518784
3089;83278;Traunstein;Hochstr. 18;86492;43246;345968
3090;83224;Grassau;Körtingstr. 8;30900;15450;77250
3091;83088;Kiefersfelden;Zubringer-Autobahn 31;37092;12364;123640
3092;83395;Freilassing;Reichenhaller Str. 84;37104;12368;86576
3093;83471;Schönau am Königssee;Triftplatz 6;117534;58767;293835
3094;99752;Bleicherode;Herrweg 55;92820;30940;247520
3095;99974;Mühlhausen;Hinter der Harwand 63;64995;21665;216650
3096;99734;Nordhausen-Mitte;Reichsstr. 16;27864;9288;74304
3097;99734;Nordhausen;Hallesche Str. 49;154850;77425;541975
3098;99817;Eisenach-Stregda;Am Stadtweg 6;55764;18588;111528
3099;99817;Eisenach;Clemdastr. 5;12396;6198;37188
3100;99706;Sondershausen;Erfurter Str. 33A;86800;43400;303800
3101;99718;Greußen;Am Rittertor 1;142646;71323;713230
3102;99894;Friedrichroda;Bahnhofstr. 38;167508;83754;418770
3103;99867;Gotha-Nord;Damaschkestr. 33;43442;21721;195489
3104;99867;Gotha;Schöne Allee 14;99328;49664;347648
3105;98574;Schmalkalden;Näherstiller Str. 41;6210;3105;24840
3106;99885;Ohrdruf;Bahnhofstaße 34;155300;77650;465900
3107;99610;Sömmerda;Mainzer Str. 2;136708;68354;410124
3108;99091;Erfurt-Nord;Grenzweg 10;87024;43512;391608
3109;98617;Meiningen;Leipziger Str. 82B;74616;37308;186540
3110;99086;Erfurt;Eislebener Str. 4;214590;71530;500710
3111;99085;Erfurt-Johannesvorstadt;Eugen-Richter-Str. 28;149328;49776;298656
3112;97769;Bad Brückenau;Kissinger Str. 36;112032;37344;336096
3113;99099;Erfurt;Scharnhorststr. 66;149424;49808;298848
3114;98544;Zella-Mehlis;Talstr. 77A;87192;43596;435960
3115;99310;Arnstadt;Triniusstr. 27;214935;71645;716450
3116;99310;Arnstadt;Ichtershäuser Str. 32A;18696;9348;84132
3117;97638;Mellrichstadt;Lohstr. 2;177669;59223;414561
3118;98527;Suhl;Mauerstr. 1;102894;34298;171490
3119;98527;Suhl;Senfte 16;18714;6238;49904
3120;98693;Ilmenau;Ratsteichstr. 1;137280;68640;617760
3121;99628;Buttstädt;Roßplatz 1-3;84267;28089;280890
3122;97616;Bad Neustadt;Schweinfurter Str. 27;28098;9366;65562
3123;99427;Weimar;Rießnerstr. 20;121797;40599;365391
3124;99425;Weimar;Erfurter Str. 49A;31240;15620;156200
3125;98553;Schleusingen;Suhler Straße;215625;71875;503125
3126;99438;Bad Berka;Blankenhainer Straße;253206;84402;506412
3127;98553;Schleusingen;Jägerhausstr. 8;121953;40651;406510
3128;98631;Römhild;Heurichstr. 27-29;75072;37536;300288
3129;97688;Bad Kissingen;Hartmannstr. 32;12516;6258;43806
3130;97737;Gemünden;Würzburger Str. 56;262920;87640;525840
3131;97762;Hammelburg;Kissinger Str. 52;272397;90799;544794
3132;99510;Apolda;Buttstädter Str. 3;131544;65772;657720
3133;98646;Hildburghausen;Am Friedhof 2;169182;56394;507546
3134;97816;Lohr am Main;Rexrothstr. 2;188040;94020;470100
3135;97753;Karlstadt;Gemündener Str. 8-10;18810;6270;50160
3136;98724;Neuhaus/ Rennweg;Eisfelder Str. 29;18816;9408;84672
3137;97422;Schweinfurt-Steinberg;An der Turngemeinde 2;94110;47055;423495
3138;97421;Schweinfurt-Musikerviertel;Niederwerrner Str. 93;235350;78450;392250
3139;97440;Werneck;Am Eschenbach 4;160089;53363;320178
3140;97493;Bergrheinfeld;Schweinfurter Str. 131;56520;18840;188400
3141;97526;Sennfeld;Felix Wankel Str. 2;141345;47115;282690
3142;97225;Zellingen;Am Güßgraben 2;160242;53414;534140
3143;97828;Marktheidenfeld;Georg-Mayr-Str. 28;56574;18858;169722
3144;97453;Schonungen;Sandäcker 1;226368;75456;452736
3145;97469;Gochsheim;Industriestr. 20B;28305;9435;66045
3146;96450;Coburg;Kanonenweg 15A;69212;34606;311454
3147;97877;Wertheim-Bestenheid;Breslauer Str. 6;75528;37764;264348
3148;96472;Rödental;Schafsteg 21;226656;75552;604416
3149;97437;Haßfurt;Hofheimer Str. 48/50;176344;88172;793548
3150;96465;Neustadt/ Coburg;Halskestr. 5;66150;22050;132300
3151;96450;Coburg;Ketschendorfer Str. 122;12604;6302;50416
3152;96515;Sonneberg;Ernst-Moritz-Arndt-Str. 50;283680;94560;472800
3153;97209;Veitshöchheim;Am Geisberg 23;141885;47295;236475
3154;97273;Kürnach;Am Wachtelberg;151392;50464;454176
3155;97082;Würzburg-Zellerau;Mainaustr. 57;12620;6310;50480
3156;96106;Ebern;Carl-Benz-Str. 2;107304;53652;536520
3157;97080;Würzburg-Altstadt;Schweinfurter Str. 8;265188;88396;795564
3158;97475;Zeil am Main;Sander Str. 40;151584;75792;606336
3159;97076;Würzburg-Lengfeld;Werner-von-Siemens-Str. 62;161109;53703;375921
3160;97082;Würzburg-Mainviertel;Leistenstr. 25;132720;66360;464520
3161;97204;Höchberg;Einsteinstr. 6;284490;94830;853470
3162;97218;Gerbrunn;Helläcker 1;180234;60078;600780
3163;96242;Sonnefeld;Frohnlacherstr. 5;284670;94890;569340
3164;97084;Würzburg-Heidingsfeld;Stuttgarter Str. 24;151872;50624;455616
3165;96342;Stockheim;Industriestr. 17;265860;88620;886200
3166;97337;Dettelbach;Am Sportplatz 1;164632;82316;576212
3167;96215;Lichtenfels-Mainau;Mainau 10;139348;69674;487718
3168;97084;Würzburg-Heuchelhof;Moskauer Ring 5;6336;3168;22176
3169;96231;Staffelstein;Bamberger Str. 37a;228168;76056;380280
3170;97941;Tauberbischofsheim;Pestalozziallee 29;171180;57060;342360
3171;97353;Wiesentheid;Nikolaus-Fey-Str. 23;57078;28539;142695
3172;96328;Küps;Weinbergstr. 1A;82472;41236;329888
3173;97941;Tauberbischofsheim;Mergentheimer Str. 16;114228;38076;228456
3174;96317;Kronach;Kehläcker 2;133308;66654;399924
3175;96199;Zapfendorf;Oberweg 1;9525;3175;15875
3176;97318;Kitzingen;Johann-Adam-Kleinschroth-Str. 4;50816;25408;228672
3177;96264;Altenkunstadt;Weismainer Str. 15;57186;28593;285930
3178;97199;Ochsenfurt;Pestalozzistr. 1A;286020;95340;858060
3179;96103;Hallstadt;Am Sportplatz 28;238425;79475;556325
3180;96260;Weismain;Michael Dechant Str. 1;66780;22260;133560
3181;96049;Bamberg-Gaustadt;Gaustadter Hauptstr. 109;171774;57258;515322
3182;96117;Memmelsdorf;Josef-Fösel-Str. 7;19092;6364;63640
3183;96052;Bamberg;Villachstr. 2;101856;50928;305568
3184;96138;Burgebrach;Treppendorfer Str. 8;267456;89152;445760
3185;95119;Naila;Kronacher str. 38;105105;35035;350350
3186;96049;Bamberg;Würzburger Str. 57;267624;89208;624456
3187;95336;Mainleus;Kulmbacher Str. 4;124293;41431;290017
3188;95326;Kulmbach;Albert-Ruckdeschel-Str. 15;127520;63760;382560
3189;97980;Bad Mergentheim;Dieselstr. 6;47835;15945;143505
3190;95326;Kulmbach;Am Kreuzstein 7-9;108460;54230;325380
3191;97980;Bad Mergentheim;Igersheimer Str. 56;105303;35101;280808
3192;97990;Weikersheim;Talstr. 1;140448;70224;561792
3193;96114;Hirschaid;Industriestr. 7;166036;83018;664144
3194;95030;Hof;Leopoldstr. 14;76656;38328;344952
3195;97215;Uffenheim;Oberzenner Str. 1;210870;70290;492030
3196;95028;Hof;Christoph-Klaus-Str. 11;115056;38352;306816
3197;95032;Hof;Wunsiedler Str. 4;134274;44758;402822
3198;95213;Münchberg;August-Horch-Str. 7;259038;86346;518076
3199;91315;Höchstadt/ Aisch;Schlesierstr. 13;83174;41587;374283
3200;95512;Neudrossenfeld;Kulmbacher Straße;108800;54400;435200
3201;91330;Eggolsheim;Weinhütten 1;134442;44814;403326
3202;91330;Eggolsheim;Fährtstr. 12;140888;70444;352220
3203;91413;Neustadt/ Aisch;Riedweg 10;108902;54451;435608
3204;91438;Bad Windsheim;Jahnstr. 12;48060;16020;112140
3205;91301;Forchheim;Bügstr. 80;192300;96150;673050
3206;95445;Bayreuth-Roter Hügel;Meranierring 49;38472;12824;115416
3207;95447;Bayreuth;Meranierring 49;134694;67347;336735
3208;95463;Bindlach;Leuschnitzstr. 2;269472;89824;718592
3209;91353;Hausen;Pilatus Campus 6;144405;48135;481350
3210;95447;Bayreuth;Adolf-Wächter-Str. 1;77040;38520;346680
3211;95448;Bayreuth-St.Georgen;Bernecker Str. 26;125229;41743;250458
3212;95447;Bayreuth;Berneckerstrasse;38544;19272;134904
3213;95447;Bayreuth;Leibnizstr. 6;25704;12852;115668
3214;95444;Bayreuth;Nürnberger Str. 3 a;96420;48210;289260
3215;95448;Bayreuth-Kreuzstein;Nürnberger Str. 3A;160750;80375;482250
3216;91541;Rothenburg;Erlbacher Str. 48;45024;22512;202608
3217;91074;Herzogenaurach;Ohmstr. 8;154416;51472;360304
3218;91327;Gößweinstein;Balthasar-Neumann-Str. 41A;193080;64360;321800
3219;91058;Erlangen-Büchenbach;Mönaustr. 75;280053;93351;653457
3220;91056;Erlangen;Moenaustr. 75;9660;3220;25760
3221;91056;Erlangen-Alterlangen;Neumühle 4;231912;77304;618432
3222;91052;Erlangen-Innenstadt;Nägelsbachstr. 59;48330;16110;144990
3223;91058;Erlangen;Dresdnerstr. 21;167596;83798;837980
3224;90579;Langenzenn;Nürnberger Str. 53;251472;83824;502944
3225;91077;Neunkirchen am Brand;Weyhausenstr. 3;109650;54825;438600
3226;90587;Veitsbronn;Fürther Str. 62;154848;51616;361312
3227;95100;Selb;Dr.Ludwig-Rieß-Str. 2;232344;77448;774480
3228;95632;Wunsiedel;Egerstr. 130;280836;93612;936120
3229;90427;Nürnberg-Großgründlach;Schweinfurter Str. 26;180824;90412;723296
3230;90556;Cadolzburg;Nürnberger Str. 34;45220;22610;203490
3231;91257;Pegnitz;Sauerbruchstr. 34;38772;12924;64620
3232;90765;Fürth-Ronhof;Erlanger Str. 192;223008;74336;594688
3233;90542;Eckental;Eckentaler Str. 1;84058;42029;378261
3234;90766;Fürth-Hardhöhe;Siemensstr. 41;161700;80850;646800
3235;91578;Leutershausen;Steinweg 9;97050;48525;388200
3236;90562;Heroldsberg;Paul-Ehrlich-Str. 2;252408;84136;841360
3237;90427;Nürnberg-Schniegling;Brettergartenstr. 84;181272;90636;815724
3238;90763;Fürth-Südstadt;Fronmüllerstr. 12;25904;12952;90664
3239;91522;Ansbach;Rettistr. 1;233208;77736;388680
3240;90513;Zirndorf;Thomas-Mann-Str. 3;223560;74520;447120
3241;90425;Nürnberg-Thon;Cuxhavener Str. 2;155568;51856;414848
3242;95478;Kemnath;Bayreuther Str. 22;58356;19452;194520
3243;91522;Ansbach;Nürnberger Str. 66;51888;25944;207552
3244;95615;Marktredwitz;Wölsauer Str. 38;77856;25952;181664
3245;90429;Nürnberg-Eberhardshof;Peyerstr. 23;155760;77880;778800
3246;91522;Ansbach;Louis-Schmetzer-Str. 4;84396;42198;421980
3247;90522;Oberasbach;Hainbergstr. 20;97410;48705;243525
3248;90449;Nürnberg-Gebersdorf;Gebersdorfer Str. 290;116928;38976;311808
3249;90411;Nürnberg-Herrnhütte;Bessemer Str. 17;263169;87723;701784
3250;90431;Nürnberg-Großreuth;St.Gallen-Ring 1;78000;26000;260000
3251;90429;Nürnberg-Gostenhof;Rohrmannstr. 11;214566;71522;500654
3252;90574;Roßtal;Gewerbering 14;165852;55284;276420
3253;91220;Schnaittach;Nürnbergerstr. 95;78072;39036;195180
3254;90443;Nürnberg;Bahnhofsplatz 9;123652;61826;370956
3255;90547;Stein;Mühlstr. 43;143220;71610;716100
3256;90459;Nürnberg;Galgenhofstr. 49;68376;22792;182336
3257;90482;Nürnberg-Mögeldorf;Ostendstr. 58;91196;45598;455980
3258;90441;Nürnberg-Werderau;Ernst-Sachs-Str. 4;104256;52128;312768
3259;90451;Nürnberg-Röthenbach;Am Röthenbacher Landgraben 2;78216;26072;208576
3260;90459;Nürnberg-Steinbühl;Thüringer Str. 2;97800;48900;440100
3261;90571;Schwaig-Behringersdorf;Am Kohlschlag 12;136962;68481;616329
3262;90461;Nürnberg-Glockenhof;Allersberger Str. 130;156576;52192;365344
3263;91623;Sachsen bei Ansbach;Im Tal 7;97890;32630;163150
3264;91207;Lauf/ Pegnitz;Henry-Dunant-Str. 2;91392;45696;274176
3265;91567;Herrieden;Industriestr. 7;84890;42445;254670
3266;90469;Nürnberg-Gartenstadt;Julius-Loßmann-Str. 11;130640;65320;587880
3267;90478;Nürnberg-Gleißhammer;Kallmünzer Str. 16;13068;6534;45738
